id,exam,domain,difficulty,question,A,B,C,D,answer,explanation,reference,tags
"SB-404","Study","Domain 6 - Scoping","Elite","A shared SIEM receives logs from both CUI and non-CUI environments and provides automated blocking actions. The OSC classifies it as Out-of-Scope because it stores only metadata. Which question is most important?","Whether metadata contains CUI","Whether the SIEM performs security functions supporting CUI Assets","Whether the SIEM uses cloud storage","Whether the SIEM vendor is external","B","Security Protection Assets are identified by the protection services they provide, not solely by the presence of CUI.","CMMC Assessment Scope Level 2","Scoping|SPA|SIEM"
"SB-405","Study","Domain 5 - CMMC Assessment Process","Elite","Two assessors interpret the same contradictory evidence differently. One emphasizes interviews, while the other prioritizes direct observation. Which principle should guide resolution?","Majority opinion among assessors","Objective reconciliation of evidence using consistent methodology","Management explanations","Historical assessment results","B","Assessment conclusions should be objective and consistently applied.","CAP v5.6.1","CAP|Objectivity|Consistency"
"SB-406","Study","Domain 5 - CMMC Assessment Process","Elite","During testing, an administrator explains that a control failure occurred because maintenance activities were underway. Logs show the same failure pattern repeatedly over several months. Which factor is most significant?","The maintenance schedule","Whether the observed condition reflects normal operations rather than an isolated event","The administrator's experience","The age of the system","B","Repeated evidence patterns may indicate systemic implementation issues.","CAP v5.6.1","CAP|Observation|Implementation"
"SB-407","Study","Domain 5 - CMMC Assessment Process","Elite","A practice objective appears satisfied in the primary environment, but a recently acquired subsidiary using different tooling has not been assessed. Which issue deserves greatest scrutiny?","Whether the subsidiary affects scope completeness","Whether the subsidiary uses the same vendors","The size of the subsidiary","Training frequency","A","Assessment conclusions depend on representative evidence across the scoped environment.","CAP v5.6.1; CMMC Assessment Scope Level 2","CAP|Scope|Coverage"
"SB-408","Study","Domain 2 - Code of Professional Conduct","Elite","A Lead Assessor realizes that a close colleague implemented several controls under review but believes objectivity can be maintained. Which action best aligns with professional expectations?","Continue without disclosure because no bias exists","Disclose the relationship and manage potential conflicts appropriately","Transfer all responsibility to the OSC","Ignore the relationship because implementation occurred years earlier","B","Potential conflicts should be disclosed and managed to preserve independence and objectivity.","Code of Professional Conduct v2.4","CoPC|Conflict of Interest|Objectivity"
"SB-409","Study","Domain 5 - CMMC Assessment Process","Elite","Current testing demonstrates successful operation of account lockout mechanisms. Historical logs are unavailable because retention settings changed during migration. Which consideration is most important?","Whether available evidence provides sufficient confidence in sustained implementation","The number of administrators interviewed","The age of the migration","Password complexity settings","A","Assessors should determine whether sufficient evidence exists to support conclusions despite missing historical artifacts.","CAP v5.6.1; Assessment Guide Level 2","CAP|Evidence Sufficiency|Artifacts"
"SB-410","Study","Domain 5 - CMMC Assessment Process","Elite","A team member argues that because no incidents have resulted from a control weakness, the weakness should be considered immaterial. Which principle should guide the assessment?","Incident history determines materiality","Materiality should be evaluated based on impact to the practice objective and assessed environment","Only management can determine significance","Weaknesses are immaterial unless exploited","B","Materiality is determined by effect on practice objectives and assessment conclusions, not by whether incidents have occurred.","CAP v5.6.1; Assessment Guide Level 2","CAP|Materiality|Objectivity"
"SB-411","Study","Domain 5 - CMMC Assessment Process","Elite","During evidence review, the OSC provides access review records that appear complete. Later, metadata shows several records were created after the assessment request and backdated to prior months. Which concern is most significant?","The records may still reflect the correct process","Evidence integrity and reliability may be compromised","The file names should have included dates","Access reviews are not relevant to assessment findings","B","Assessment conclusions depend on trustworthy evidence. Backdated or altered artifacts create evidence integrity concerns that must be resolved.","CAP v5.6.1; Code of Professional Conduct v2.4","CAP|Evidence Integrity|Objectivity|CoPC"
"SB-412","Study","Domain 5 - CMMC Assessment Process","Elite","A C3PAO team member previously helped the OSC design its CUI enclave and now proposes evaluating the same enclave because they understand it best. Which issue is most important?","Technical familiarity improves assessment quality","Prior implementation involvement may impair independence and objectivity","The enclave cannot be assessed by anyone","The OSC may decide whether independence matters","B","Prior implementation work can create a conflict or appearance of conflict. Assessment roles must preserve objectivity.","CAP v5.6.1; Code of Professional Conduct v2.4","CAP|Independence|Objectivity|Conflict of Interest"
"SB-413","Study","Domain 5 - CMMC Assessment Process","Elite","During Phase 2, testing confirms privileged access controls in the main CUI enclave. Interviews reveal a separate maintenance enclave with privileged access to the same systems was omitted from the sample. Which action is best?","Score based on the main enclave because it was tested","Evaluate whether the maintenance enclave affects scope and collect evidence if needed","Ignore the enclave if it is used only by administrators","Move the issue to Phase 4 without further review","B","Assessment conclusions require representative evidence across relevant scoped assets and access paths.","CAP v5.6.1; CMMC Assessment Scope Level 2","CAP|Sampling|Scope|Privileged Access"
"SB-414","Study","Domain 5 - CMMC Assessment Process","Elite","A control passes direct testing, but multiple interviewees independently describe routine exceptions that are not captured in formal tickets. Which evidence concern is strongest?","Direct testing always overrides interviews","Undocumented operational exceptions may affect actual implementation","Interviews are only useful for policy questions","Exceptions are irrelevant if tickets do not exist","B","Assessors should reconcile evidence sources and evaluate whether routine exceptions undermine implementation.","CAP v5.6.1","CAP|Interviews|Contradictory Evidence|Implementation"
"SB-415","Study","Domain 6 - Scoping","Elite","An ESP operates a cloud backup platform that stores encrypted CUI backups. The OSC holds the encryption keys and argues the provider cannot access CUI, so the platform is Out-of-Scope. Which conclusion is most defensible?","The platform may still be in scope because it stores CUI, even if the provider cannot decrypt it","Encryption always removes cloud storage from scope","Only key managers can be scoped","Backup systems are automatically Security Protection Assets rather than CUI Assets","A","Scoping considers whether assets process, store, or transmit CUI; encryption does not automatically remove storage from scope.","CMMC Assessment Scope Level 2","Scoping|ESP|CUI Asset|Cloud|Backups"
"SB-416","Study","Domain 5 - CMMC Assessment Process","Elite","An assessor finds that evidence for one practice is strong in the current month but absent for the previous assessment period due to a migration. Which question matters most?","Whether the current evidence alone provides sufficient confidence in implementation","Whether the migration vendor is certified","Whether screenshots exist for every month","Whether the OSC intended to retain records","A","Evidence must be sufficient to support the finding. Missing historical evidence may or may not be material depending on the practice and available alternatives.","CAP v5.6.1","CAP|Evidence Sufficiency|Artifacts|Migration"
"SB-417","Study","Domain 5 - CMMC Assessment Process","Elite","A Lead Assessor receives conflicting evidence: system configuration exports show compliant settings, but live observation shows users bypassing the setting through local scripts. Which principle should guide the conclusion?","Configuration exports are stronger because they are machine-generated","Actual operation and reconciled evidence should drive assessment conclusions","Scripts are outside the assessment if undocumented","User behavior cannot affect technical practice findings","B","Assessment conclusions should reflect actual implementation and operation, not configuration evidence alone.","CAP v5.6.1; Assessment Guide Level 2","CAP|Testing|Observation|Evidence Reconciliation"
"SB-418","Study","Domain 5 - CMMC Assessment Process","Elite","An OSC argues that a practice should be marked MET because the deficiency affects only a low-volume system. The system, however, is the only route for external remote administration into the CUI enclave. Which factor is most important?","Transaction volume","Materiality of the system to the practice objective and environment","Whether the system is scheduled for replacement","Whether the deficiency is easy to fix","B","Materiality depends on the significance of the asset or function to the practice objective, not merely usage volume.","CAP v5.6.1; Assessment Guide Level 2","CAP|Materiality|Remote Access|SC"
"SB-419","Study","Domain 5 - CMMC Assessment Process","Elite","During Phase 1, the assessment team accepts the OSC's scope diagrams. During Phase 2, log data shows unplanned connectivity between corporate systems and the CUI enclave. What is the best response?","Continue with the original scope because Phase 1 is complete","Reevaluate scope assumptions and collect evidence for the discovered connectivity","Ignore logs unless the OSC updates diagrams","Move the connectivity issue to the final report without analysis","B","Scope validation should account for actual operational connectivity discovered during the assessment.","CAP v5.6.1; CMMC Assessment Scope Level 2","CAP|Scope Validation|Evidence|Boundary"
"SB-420","Study","Domain 5 - CMMC Assessment Process","Elite","A team member recommends scoring a practice MET because the OSC has a strong culture of security and no known incidents. Evidence shows one applicable assessment objective is not satisfied. Which response is best?","Strong security culture can compensate for an unmet objective","The finding must be based on sufficient evidence that applicable objectives are met","No incidents means the practice is effective","The objective can be ignored if risk appears low","B","Assessment results must be evidence-based against applicable objectives, not based on reputation or incident history.","CAP v5.6.1; Assessment Guide Level 2","CAP|Assessment Objectives|MET|Evidence"
"SB-421","Study","Domain 2 - Code of Professional Conduct","Elite","A CCP preparing training material wants to include screenshots from a proprietary commercial prep product because the concepts are accurate. No permission has been obtained. Which principle is most directly implicated?","Objectivity","Respect for intellectual property","Assessment sampling","Scope validation","B","The CoPC includes expectations around lawful and ethical conduct and respect for intellectual property.","Code of Professional Conduct v2.4","CoPC|Intellectual Property|Ethics"
"SB-422","Study","Domain 5 - CMMC Assessment Process","Elite","Assessors identify a practice gap that the OSC corrects during the assessment window. The team must decide whether the practice result can be supported. Which consideration is most important?","Whether correction occurred before lunch","Whether CAP rules and evidence support the timing and validity of the correction","Whether the OSC promises it will not recur","Whether the correction was inexpensive","B","Corrections must be evaluated according to the assessment process and supported by sufficient evidence.","CAP v5.6.1","CAP|Limited Practice Deficiency|Evidence|Timing"
"SB-423","Study","Domain 6 - Scoping","Elite","A manufacturing execution system receives CUI-derived production parameters and cannot support standard endpoint controls. The OSC labels it Out-of-Scope because it is operational technology. Which conclusion is best?","Operational technology is automatically Out-of-Scope","The system may be a Specialized Asset within scope and require appropriate handling","The system becomes a Security Protection Asset","The system is scoped only if it stores files locally","B","Specialized Assets may have technical limitations but are not automatically excluded from scope when they handle CUI or support CUI processes.","CMMC Assessment Scope Level 2","Scoping|Specialized Asset|Operational Technology|CUI"
"SB-424","Study","Domain 5 - CMMC Assessment Process","Elite","A sampled control appears effective, but all evidence comes from one administrator who also prepared the artifacts and performed the live demonstration. Which concern deserves scrutiny?","The administrator may be too experienced","Evidence independence and corroboration may be limited","Live demonstrations are never valid","Administrative evidence cannot be used","B","Evidence should be sufficient, objective, and corroborated where needed to support confidence in conclusions.","CAP v5.6.1","CAP|Evidence Sufficiency|Objectivity|Corroboration"
"SB-425","Study","Domain 5 - CMMC Assessment Process","Elite","An OSC requests that assessors defer documenting a material weakness because remediation is already funded and scheduled. Which response best aligns with assessment expectations?","Defer the weakness if remediation is funded","Document the observed condition and base findings on evidence at the time of assessment","Remove the weakness if the remediation plan is credible","Mark the practice MET and note future work in comments","B","Assessment findings should accurately reflect evidence and observed implementation, not future intended remediation.","CAP v5.6.1; Code of Professional Conduct v2.4","CAP|Objectivity|Evidence|CoPC"
"SB-426","Study","Domain 6 - Scoping","Elite","An OSC uses a cloud-based vulnerability platform that scans CUI Assets, stores findings, and can trigger remediation scripts. The OSC classifies it Out-of-Scope because it does not store CUI documents. Which concern is strongest?","Whether the platform supports security functions for CUI Assets","Whether findings are exported as PDFs","Whether the cloud provider hosts multiple customers","Whether scan windows occur weekly","A","Security tools that protect or affect CUI Assets may be Security Protection Assets even when they do not store CUI documents.","CMMC Assessment Scope Level 2; Assessment Guide Level 2","Scoping|SPA|Vulnerability Management|Cloud"
"SB-427","Study","Domain 6 - Scoping","Elite","A contractor claims corporate workstations are Out-of-Scope because CUI is accessed only through a browser-based VDI session. Users can copy text from the session into local applications. Which question matters most?","Whether the workstation stores complete CUI files","Whether technical controls prevent CUI from moving to the local workstation","Whether the browser is updated monthly","Whether VDI uses a commercial provider","B","Out-of-Scope determinations depend on effective separation from CUI, not merely the absence of local file storage.","CMMC Assessment Scope Level 2","Scoping|VDI|Out-of-Scope|CUI Flow"
"SB-428","Study","Domain 6 - Scoping","Elite","An ESP manages firewall policies for the CUI enclave and can approve rule changes. The ESP cannot authenticate to CUI applications. Which scope issue is most significant?","The ESP may affect protection of CUI Assets through security administration","The ESP is automatically irrelevant because it cannot open CUI files","The firewall is always a CUI Asset","Only application administrators affect scope","A","External services that manage protections for CUI Assets should be evaluated as part of the assessment scope and service dependencies.","CMMC Assessment Scope Level 2","Scoping|ESP|SPA|Firewall"
"SB-429","Study","Domain 6 - Scoping","Elite","A manufacturing controller receives CUI-derived machine instructions but cannot run endpoint protection. It is isolated from the corporate network except during scheduled uploads. Which classification is most defensible?","Out-of-Scope because it lacks endpoint controls","Specialized Asset that remains relevant to scope","Security Protection Asset because it supports operations","CRMA because uploads are scheduled","B","Specialized Assets may have technical limitations but remain in scope when they process, store, or transmit CUI or CUI-derived operational data.","CMMC Assessment Scope Level 2","Scoping|Specialized Asset|OT|CUI"
"SB-430","Study","Domain 6 - Scoping","Elite","A shared identity platform authenticates users to CUI systems and non-CUI systems. The OSC proposes assessing only the CUI application servers. What is the best concern?","Identity services may be Security Protection Assets supporting scoped systems","Only servers that store CUI can be assessed","Identity metadata is never security-relevant","Shared platforms are automatically Out-of-Scope","A","Security services that support access to CUI Assets can be scoped as Security Protection Assets.","CMMC Assessment Scope Level 2","Scoping|SPA|Identity|Shared Services"
"SB-431","Study","Domain 6 - Scoping","Elite","An OSC stores encrypted CUI backups in a cloud repository. The encryption keys are maintained on-premises by the OSC. Which conclusion is strongest?","The repository may still be in scope because it stores CUI","The repository is Out-of-Scope because the provider lacks keys","Only the key management system is in scope","Backups are scoped only during restoration","A","Encryption does not automatically remove an asset from scope when it stores CUI.","CMMC Assessment Scope Level 2; Assessment Guide Level 2","Scoping|CUI Asset|Cloud|Backups"
"SB-432","Study","Domain 6 - Scoping","Elite","A corporate laptop cannot directly access the CUI enclave, but administrators use it to approve privileged access requests that unlock access to CUI systems. Which issue deserves scrutiny?","Whether the laptop participates in security functions affecting CUI Assets","Whether the laptop has a large hard drive","Whether the laptop uses the same antivirus product","Whether administrators work remotely","A","Assets that support security functions for CUI Assets may be relevant to scope even without direct CUI access.","CMMC Assessment Scope Level 2","Scoping|SPA|Privileged Access|Boundary"
"SB-433","Study","Domain 6 - Scoping","Elite","A ticketing system contains no CUI but stores security exception approvals, vulnerability remediation decisions, and access authorization records for CUI systems. The OSC marks it Out-of-Scope. Which concern is strongest?","The system may support security protection and assessment evidence for CUI Assets","Ticketing systems are always CUI Assets","Security tickets are never relevant to CMMC","Only systems with technical enforcement are scoped","A","Systems supporting security decisions and evidence for CUI Assets may be relevant to scoping as supporting or protection assets.","CMMC Assessment Scope Level 2; CAP v5.6.1","Scoping|SPA|Evidence|Ticketing"
"SB-434","Study","Domain 6 - Scoping","Elite","A cloud email gateway scans inbound and outbound messages for malware and data loss affecting CUI email. It stores only transient message copies. Which scope treatment is most defensible?","Evaluate it as a Security Protection Asset or service dependency","Exclude it because storage is temporary","Treat it as Specialized because it is cloud-based","Scope only the user's mailbox","A","Protective services supporting CUI communications may be scoped even when storage is transient.","CMMC Assessment Scope Level 2","Scoping|SPA|Email Gateway|Cloud"
"SB-435","Study","Domain 6 - Scoping","Elite","A shared hypervisor cluster hosts both CUI and non-CUI workloads. The OSC claims non-CUI workloads are Out-of-Scope because VM segmentation is configured. What evidence matters most?","Objective evidence that isolation and management boundaries are effective","Whether VM names include CUI labels","Whether corporate workloads use fewer resources","Whether the hypervisor vendor is well known","A","Shared infrastructure requires evidence that separation is effective in practice.","CMMC Assessment Scope Level 2","Scoping|Virtualization|Isolation|Boundary"
"SB-436","Study","Domain 6 - Scoping","Elite","A development environment uses synthetic test data but connects to the same CI/CD pipeline that deploys code to CUI systems. Which scoping question is most important?","Whether the pipeline can affect CUI system integrity","Whether synthetic data resembles CUI","Whether developers work in the same building","Whether the test environment has fewer users","A","Systems that affect the security or integrity of CUI Assets may be relevant even if they do not store CUI.","CMMC Assessment Scope Level 2; Assessment Guide Level 2","Scoping|SPA|CI/CD|System Integrity"
"SB-437","Study","Domain 6 - Scoping","Elite","A contractor classifies an engineering workstation as a CRMA because it can access CUI repositories but is managed under local business risk procedures. Which issue is strongest?","Assets that access CUI may need to be treated as CUI Assets rather than CRMAs","CRMAs are always higher risk than CUI Assets","Local business risk decisions determine CMMC scope","Repository access is irrelevant if files are not downloaded","A","Assets that process, store, or transmit CUI are generally CUI Assets; CRMA status cannot be used to avoid CUI Asset treatment.","CMMC Assessment Scope Level 2","Scoping|CRMA|CUI Asset|Access"
"SB-438","Study","Domain 6 - Scoping","Elite","An ESP operates an MDR platform that can isolate endpoints, kill processes, and change security policies on CUI Assets. It does not store CUI. Which conclusion is best?","The ESP relationship and security functions should be evaluated within scope","The platform is Out-of-Scope because it stores no CUI","The platform is a Specialized Asset","Only alerts containing CUI matter","A","Security services with administrative or protective capabilities over CUI Assets may be in scope through ESP and SPA considerations.","CMMC Assessment Scope Level 2","Scoping|ESP|MDR|SPA"
"SB-439","Study","Domain 6 - Scoping","Elite","An OSC uses network diagrams to classify several subnets as Out-of-Scope. Firewall logs show periodic permitted traffic from those subnets to CUI servers for troubleshooting. What is the best conclusion?","Architecture diagrams are sufficient if approved","Actual connectivity may invalidate Out-of-Scope assumptions","Troubleshooting traffic is always temporary and irrelevant","Firewall logs cannot affect scope","B","Scope decisions should consider actual operational connectivity, not only intended architecture.","CMMC Assessment Scope Level 2; CAP v5.6.1","Scoping|Boundary|Evidence|Connectivity"
"SB-440","Study","Domain 6 - Scoping","Elite","A physical access control system protects the room containing CUI servers. It stores badge events but no CUI. The OSC marks it Out-of-Scope. Which concern is most defensible?","It may be a Security Protection Asset because it supports physical protection of CUI systems","It is automatically a CUI Asset because it stores logs","Badge events are never relevant","Only cybersecurity tools can be SPAs","A","Security Protection Assets may include systems that provide protection functions for CUI Assets, including physical protection support.","CMMC Assessment Scope Level 2; Assessment Guide Level 2","Scoping|SPA|PE|Badge System"
"SB-441","Study","Domain 6 - Scoping","Elite","A corporate DNS service resolves names for CUI systems and non-CUI systems. A compromise could redirect CUI system traffic. Which scoping issue matters most?","Whether DNS supports security-relevant operation of CUI Assets","Whether DNS records contain CUI","Whether DNS is internally hosted","Whether users know DNS exists","A","Shared infrastructure that affects CUI Asset communications or protection may be relevant to scope.","CMMC Assessment Scope Level 2","Scoping|SPA|Shared Services|DNS"
"SB-442","Study","Domain 6 - Scoping","Elite","A contractor uses a SaaS project management tool for task tracking. Users occasionally paste CUI excerpts into task comments despite policy prohibiting it. Which conclusion is strongest?","Actual CUI handling may bring the SaaS tool into scope despite policy","The tool is Out-of-Scope because policy prohibits CUI","SaaS tools are always Out-of-Scope","Only attachments count as CUI storage","A","Scoping should consider actual processing, storage, or transmission of CUI, not policy intent alone.","CMMC Assessment Scope Level 2; CAP v5.6.1","Scoping|CUI Asset|SaaS|Operational Reality"
"SB-443","Study","Domain 6 - Scoping","Elite","A laboratory device receives CUI-derived calibration parameters and sends measurement results back to an engineering system. It cannot support modern authentication. Which treatment is most appropriate?","Evaluate as a Specialized Asset within the assessment scope","Exclude it because authentication is limited","Treat it as Out-of-Scope if physically locked","Treat it only as a Security Protection Asset","A","Specialized Assets can have constraints but still remain relevant when they handle CUI-related processes.","CMMC Assessment Scope Level 2","Scoping|Specialized Asset|Lab Device|CUI"
"SB-444","Study","Domain 6 - Scoping","Elite","An OSC claims a cloud key management service is Out-of-Scope because it stores keys, not CUI. The keys protect encrypted CUI repositories. Which question is most important?","Whether the service supports protection of CUI Assets","Whether the keys are long enough","Whether the service is expensive","Whether users can see the keys","A","Security services that protect CUI Assets may be scoped even if they do not store CUI.","CMMC Assessment Scope Level 2; Assessment Guide Level 2","Scoping|SPA|Key Management|Cloud"
"SB-445","Study","Domain 6 - Scoping","Elite","A remote monitoring tool installed on CUI servers allows vendor support to view screens and transfer files only when approved. The OSC marks the vendor system Out-of-Scope. Which concern is strongest?","The tool may create an access path to CUI systems and must be evaluated","Approval makes the vendor system irrelevant","Screen viewing cannot involve CUI","File transfer is acceptable if infrequent","A","Remote access paths and external service dependencies can affect assessment scope.","CMMC Assessment Scope Level 2; Assessment Guide Level 2","Scoping|ESP|Remote Access|CUI"
"SB-446","Study","Domain 6 - Scoping","Elite","A corporate asset inventory system contains no CUI but is the authoritative source used to identify CUI Assets for patching, scanning, and access reviews. Which scope concern is strongest?","It may support security functions for scoped assets and should be evaluated","Asset inventories are always CUI Assets","Only vulnerability scanners are SPAs","The inventory is irrelevant if exported monthly","A","Systems supporting security management of CUI Assets may be relevant as Security Protection Assets or evidence sources.","CMMC Assessment Scope Level 2; CAP v5.6.1","Scoping|SPA|Asset Inventory|Evidence"
"SB-447","Study","Domain 6 - Scoping","Elite","A contractor separates CUI and corporate networks using routing controls. During assessment, administrators demonstrate a temporary bridge used for data migration. Which conclusion is best?","Temporary connectivity may affect scope and boundary conclusions","Temporary bridges are excluded by definition","Migration traffic is automatically trusted","Routing controls alone prove separation","A","Actual connectivity paths, even temporary ones, may affect scoping and assessment conclusions.","CMMC Assessment Scope Level 2; CAP v5.6.1","Scoping|Boundary|Temporary Connectivity|Migration"
"SB-448","Study","Domain 6 - Scoping","Elite","A non-CUI help desk platform can reset passwords for users of CUI systems. The OSC says it is Out-of-Scope because tickets contain no CUI. Which concern is strongest?","Password reset capability may support or affect access control for CUI Assets","Help desk tickets are always CUI","The help desk is scoped only if outsourced","Password resets are not security functions","A","Systems that administer or affect access to CUI Assets may be relevant to scope.","CMMC Assessment Scope Level 2; Assessment Guide Level 2","Scoping|SPA|Help Desk|Access Control"
"SB-449","Study","Domain 6 - Scoping","Elite","An engineering file transfer appliance stores CUI temporarily for 24 hours before deleting it. The OSC classifies it as Out-of-Scope because storage is transient. Which answer is best?","Temporary storage of CUI can still bring the asset into scope","Only permanent storage matters","Deletion within 24 hours removes assessment relevance","File transfer appliances are always SPAs","A","Assets that process, store, or transmit CUI may be CUI Assets even if storage is temporary.","CMMC Assessment Scope Level 2","Scoping|CUI Asset|Temporary Storage|File Transfer"
"SB-450","Study","Domain 6 - Scoping","Elite","A security orchestration platform receives alerts from CUI systems and automatically disables accounts, blocks IPs, and opens remediation tickets. It stores no CUI. Which scope classification is most defensible?","Security Protection Asset or scoped service dependency","Out-of-Scope because it stores no CUI","Specialized Asset because automation is complex","CRMA because the contractor accepts risk","A","Security automation that protects or changes CUI Asset security state is generally relevant to scope as a protection asset or service dependency.","CMMC Assessment Scope Level 2","Scoping|SPA|SOAR|Security Automation"
"SB-451","Study","Domain 3 - Governance and Source Documents","Elite","An OSC discovers that an internal engineering standard permits practices that conflict with current CMMC Assessment Guide objectives. The engineering team argues the standard has been successfully used for years. Which principle should guide resolution?","Operational history outweighs updated guidance","Current authoritative guidance should drive implementation and assessment expectations","The engineering team should vote on the preferred approach","Customer contracts automatically override assessment objectives","B","Current authoritative source documents should govern implementation when legacy procedures conflict with assessment guidance.","CCP Blueprint v7.4; Assessment Guide Level 2","Governance|Source Hierarchy|Assessment Guide"
"SB-452","Study","Domain 2 - Code of Professional Conduct","Elite","A CCP discovers that a former colleague now employed by the OSC omitted evidence that could materially affect an assessment. The CCP believes the omission was unintentional. What action best aligns with professional expectations?","Ignore the issue because intent was not malicious","Address the issue objectively and ensure the evidence concern is properly handled","Privately correct the evidence without disclosure","Delay the assessment until the colleague is reassigned","B","Integrity and objectivity require material issues to be addressed regardless of intent.","Code of Professional Conduct v2.4","CoPC|Integrity|Objectivity"
"SB-453","Study","Domain 1 - CMMC Ecosystem","Elite","An OSC believes that because a Registered Practitioner conducted readiness activities, the same individual should determine certification outcomes to ensure continuity. Which response is most accurate?","Continuity outweighs independence concerns","Certification responsibilities are separated to preserve objectivity and integrity","Readiness providers always determine certification outcomes","Only the OSC may determine certification status","B","The ecosystem separates consulting and assessment functions to preserve independence.","CCP Blueprint v7.4","Ecosystem|Independence|Roles"
"SB-454","Study","Domain 3 - Governance and Source Documents","Elite","Two consultants provide contradictory advice regarding treatment of Security Protection Assets. Neither cites authoritative references. Which approach is most appropriate?","Select the recommendation requiring the least effort","Use current authoritative CMMC sources to resolve the disagreement","Average both recommendations","Defer all decisions until assessment execution begins","B","Authoritative source documents should govern implementation decisions when opinions differ.","CCP Blueprint v7.4; CMMC Assessment Scope Level 2","Governance|Source Documents|Scoping"
"SB-455","Study","Domain 2 - Code of Professional Conduct","Elite","A client offers future consulting work contingent upon favorable readiness findings. Which principle is most directly implicated?","Media accountability","Independence and objectivity","Assessment sampling","Scope validation","B","Professional conduct requires avoiding relationships that impair objectivity.","Code of Professional Conduct v2.4","CoPC|Objectivity|Conflict of Interest"
"SB-456","Study","Domain 1 - CMMC Ecosystem","Elite","A contractor assumes employing multiple CCPs guarantees a successful certification outcome. Which response is most accurate?","Certification outcomes depend on evidence and implementation, not personnel titles","Certified personnel replace the need for objective evidence","CCPs determine certification status","Organizations with CCPs may self-certify Level 2","A","Assessment conclusions depend upon evidence and implementation rather than credentials alone.","CCP Blueprint v7.4","Ecosystem|Evidence|Roles"
"SB-457","Study","Domain 3 - Governance and Source Documents","Elite","A vendor provides a detailed spreadsheet mapping its product capabilities to CMMC practices and claims the spreadsheet is equivalent to the Assessment Guide. Which response is best?","Vendor mappings replace official objectives","Vendor materials may support preparation but do not replace authoritative guidance","Vendor mappings determine assessment scoring","Assessment Guides apply only to assessors","B","Vendor information may be useful, but authoritative documents remain controlling.","Assessment Guide Level 2","Governance|Assessment Guide|Vendor Material"
"SB-458","Study","Domain 2 - Code of Professional Conduct","Elite","A CCP intends to reuse proprietary assessment templates from a former employer because they improve efficiency. No authorization exists. Which principle is most directly implicated?","Assessment consistency","Respect for intellectual property","Sampling methodology","Evidence sufficiency","B","Professional conduct includes respecting intellectual property rights.","Code of Professional Conduct v2.4","CoPC|Intellectual Property"
"SB-459","Study","Domain 1 - CMMC Ecosystem","Elite","An OSC asks whether a C3PAO employee may assist with remediation during an active assessment to accelerate certification. Which concern is strongest?","Technical expertise","Preservation of assessment independence and objectivity","Patch management cadence","Scope validation","B","Assessment activities should remain independent from remediation assistance.","CCP Blueprint v7.4; CAP v5.6.1","Ecosystem|Independence|Assessment Roles"
"SB-460","Study","Domain 3 - Governance and Source Documents","Elite","An internal checklist conflicts with recently updated assessment objectives, but management prefers the checklist because employees understand it. Which principle should govern?","Usability should override current guidance","Current authoritative requirements should take precedence","Management preference determines compliance","Historical success outweighs document currency","B","Current authoritative documents should guide implementation and assessment preparation.","Assessment Guide Level 2","Governance|Currency|Source Hierarchy"
"SB-461","Study","Domain 2 - Code of Professional Conduct","Elite","A CCP becomes aware that prior consulting advice they provided contributed to a control weakness now under review. Which action best aligns with professional responsibilities?","Avoid discussing the issue to preserve neutrality","Disclose the situation and maintain objectivity","Withdraw all evidence associated with the control","Delegate all decisions to the OSC","B","Transparency and objectivity are essential when potential conflicts arise.","Code of Professional Conduct v2.4","CoPC|Conflict of Interest|Objectivity"
"SB-462","Study","Domain 3 - Governance and Source Documents","Elite","An organization receives conflicting CUI handling instructions from a subcontractor and its own outdated procedures. Which source should most strongly influence decisions?","Legacy procedures","Current authoritative guidance and applicable contractual requirements","The subcontractor's opinion","Vendor best practices","B","Current authoritative guidance and contract obligations should drive CUI handling decisions.","CCP Blueprint v7.4","Governance|CUI|Source Documents"
"SB-463","Study","Domain 1 - CMMC Ecosystem","Elite","A contractor expects readiness consulting to obligate assessors to reach favorable conclusions because remediation recommendations were followed. Which response is most accurate?","Assessment conclusions remain evidence-based and independent","Consulting outcomes influence scoring","The OSC determines final conclusions","Remediation guarantees certification","A","Assessment findings must remain objective regardless of prior consulting efforts.","CCP Blueprint v7.4; Code of Professional Conduct v2.4","Ecosystem|Objectivity|Independence"
"SB-464","Study","Domain 2 - Code of Professional Conduct","Elite","A client asks a CCP to delay documenting an ethical concern until after funding decisions are finalized. Which response best aligns with professional expectations?","Delay reporting to avoid business disruption","Address the concern accurately and objectively based on the facts","Document only technical findings","Wait until remediation is complete","B","Integrity requires accurate and timely reporting of material issues.","Code of Professional Conduct v2.4","CoPC|Integrity|Reporting"
"SB-465","Study","Domain 3 - Governance and Source Documents","Elite","A practitioner receives contradictory guidance from consultants, internal standards, and vendor documentation regarding treatment of a shared cloud identity platform. Which approach should most strongly guide implementation decisions?","Consensus among consultants","Current authoritative CMMC source documents and supporting guidance","Vendor architecture diagrams","Historical organizational practices","B","Authoritative source documents should drive decisions when competing interpretations exist.","CCP Blueprint v7.4; CMMC Assessment Scope Level 2","Governance|Source Hierarchy|Cloud Identity"
